date,district,gender,age_group,income_level,urban_rural,sales_amt_inr,cost_amt_inr,profit_amt_inr,margin_pct,month
2023-06-25,Ahmedabad,Male,26-35,Middle,Urban,77.37,68.58,8.79,11.36,2023-06
2024-08-05,Surat,Female,36-50,Low,Rural,73.9,69.51,4.39,5.94,2024-08
2023-08-21,Surat,Female,51-65,Lower-middle,Urban,124.77,116.35,8.42,6.75,2023-08
2023-08-23,Bhavnagar,Female,26-35,Lower-middle,Urban,121.49,113.1,8.39,6.9,2023-08
2021-05-20,Rajkot,Male,26-35,Upper-middle,Rural,145.62,141.06,4.56,3.13,2021-05
2021-10-27,Surat,Female,0-17,Low,Rural,88.4,71.67,16.73,18.92,2021-10
2023-11-03,Other,Female,66+,Upper-middle,Urban,133.3,118.27,15.03,11.28,2023-11
2022-10-26,Vadodara,Male,51-65,Lower-middle,Urban,144.08,132.22,11.85,8.23,2022-10
2024-12-22,Ahmedabad,Male,0-17,Low,Urban,102.68,96.87,5.82,5.67,2024-12
2023-04-05,Ahmedabad,Female,26-35,Middle,Rural,138.87,124.68,14.18,10.21,2023-04
2022-02-04,Vadodara,Male,18-25,High,Urban,107.89,102.64,5.25,4.86,2022-02
2023-09-19,Surat,Female,26-35,Upper-middle,Urban,160.99,147.91,13.08,8.12,2023-09
2024-02-07,Gandhinagar,Male,36-50,Upper-middle,Urban,120.76,105.63,15.12,12.52,2024-02
2024-10-11,Other,Female,26-35,Lower-middle,Urban,159.72,151.66,8.06,5.04,2024-10
2021-05-29,Other,Male,26-35,Low,Urban,72.89,59.53,13.36,18.32,2021-05
2021-11-03,Vadodara,Female,18-25,Upper-middle,Rural,120.83,111.53,9.3,7.7,2021-11
2023-12-20,Ahmedabad,Male,0-17,Low,Rural,75.67,72.42,3.25,4.3,2023-12
2022-03-11,Ahmedabad,Male,36-50,Upper-middle,Urban,162.95,141.91,21.04,12.91,2022-03
2021-01-21,Other,Male,26-35,Lower-middle,Rural,76.72,70.62,6.09,7.94,2021-01
2023-05-25,Vadodara,Male,51-65,Middle,Rural,88.01,77.47,10.54,11.98,2023-05
2022-01-17,Ahmedabad,Male,51-65,Lower-middle,Urban,80.97,74.26,6.71,8.28,2022-01
2021-09-02,Bhavnagar,Male,0-17,Middle,Urban,139.76,136.44,3.32,2.38,2021-09
2024-01-02,Ahmedabad,Male,36-50,Lower-middle,Rural,111.79,90.88,20.91,18.71,2024-01
2024-01-05,Vadodara,Male,51-65,Lower-middle,Urban,119.05,104.3,14.75,12.39,2024-01
2022-11-29,Ahmedabad,Female,36-50,Lower-middle,Urban,148.78,123.72,25.06,16.85,2022-11
2022-08-13,Gandhinagar,Male,18-25,Middle,Urban,66.79,56.76,10.03,15.02,2022-08
2022-01-25,Surat,Male,18-25,Low,Urban,74.02,69.13,4.89,6.61,2022-01
2024-09-27,Gandhinagar,Male,26-35,Lower-middle,Urban,174.66,133.35,41.31,23.65,2024-09
2024-08-06,Ahmedabad,Female,18-25,Lower-middle,Urban,91.76,85.73,6.03,6.57,2024-08
2022-07-22,Rajkot,Female,51-65,Low,Urban,28.35,25.86,2.48,8.76,2022-07
2024-09-16,Other,Male,0-17,Middle,Urban,156.29,141.88,14.41,9.22,2024-09
2021-09-16,Bhavnagar,Male,0-17,Upper-middle,Rural,159.96,139.13,20.83,13.02,2021-09
2022-03-02,Bhavnagar,Female,36-50,Low,Urban,108.36,101.99,6.38,5.88,2022-03
2023-10-27,Other,Female,36-50,Lower-middle,Rural,83.83,74.69,9.14,10.9,2023-10
2021-01-06,Other,Female,36-50,Upper-middle,Rural,126.01,122.83,3.18,2.53,2021-01
2021-07-10,Ahmedabad,Male,18-25,Upper-middle,Rural,134.28,111.4,22.88,17.04,2021-07
2021-05-28,Ahmedabad,Female,18-25,Middle,Urban,146.72,120.28,26.44,18.02,2021-05
2022-02-09,Other,Male,26-35,Lower-middle,Rural,53.96,45.0,8.96,16.61,2022-02
2021-09-15,Surat,Female,18-25,Low,Urban,107.11,93.88,13.23,12.35,2021-09
2022-12-31,Vadodara,Male,26-35,Middle,Urban,99.67,92.18,7.5,7.52,2022-12
2021-03-31,Surat,Male,36-50,Lower-middle,Urban,48.2,42.73,5.47,11.35,2021-03
2023-04-04,Ahmedabad,Female,26-35,Lower-middle,Rural,46.45,42.31,4.14,8.9,2023-04
2021-01-10,Ahmedabad,Female,66+,Upper-middle,Urban,102.12,96.05,6.07,5.94,2021-01
2024-01-16,Other,Female,26-35,Lower-middle,Rural,152.14,148.24,3.9,2.56,2024-01
2023-04-18,Surat,Male,18-25,Lower-middle,Rural,79.77,74.71,5.07,6.35,2023-04
2024-03-20,Surat,Female,0-17,Lower-middle,Rural,73.98,65.56,8.42,11.38,2024-03
2023-09-15,Other,Female,18-25,Middle,Rural,93.04,86.95,6.09,6.55,2023-09
2022-09-17,Ahmedabad,Male,0-17,Low,Rural,90.53,84.63,5.9,6.51,2022-09
2021-01-30,Rajkot,Male,26-35,Middle,Rural,86.19,74.83,11.36,13.18,2021-01
2021-05-08,Ahmedabad,Female,66+,Lower-middle,Rural,152.62,120.24,32.39,21.22,2021-05
2024-01-07,Surat,Male,36-50,Middle,Rural,109.13,95.32,13.81,12.65,2024-01
2022-02-25,Surat,Female,18-25,Lower-middle,Urban,60.42,56.0,4.42,7.31,2022-02
2023-12-15,Surat,Male,36-50,Lower-middle,Urban,91.71,77.68,14.03,15.3,2023-12
2021-11-01,Bhavnagar,Female,51-65,Low,Urban,41.61,39.57,2.04,4.9,2021-11
2022-06-30,Vadodara,Female,36-50,Lower-middle,Urban,123.65,122.32,1.33,1.08,2022-06
2024-02-03,Surat,Male,26-35,Lower-middle,Urban,79.33,75.84,3.49,4.4,2024-02
2024-04-10,Vadodara,Male,0-17,Upper-middle,Urban,182.94,162.46,20.48,11.2,2024-04
2021-01-22,Vadodara,Male,0-17,Low,Urban,34.06,30.8,3.26,9.57,2021-01
2024-08-03,Rajkot,Male,18-25,Middle,Urban,115.78,95.06,20.72,17.9,2024-08
2022-01-26,Ahmedabad,Male,36-50,Lower-middle,Rural,129.14,108.41,20.73,16.06,2022-01
2022-09-09,Other,Female,0-17,Low,Rural,121.12,112.01,9.11,7.52,2022-09
2021-05-29,Surat,Female,26-35,Lower-middle,Urban,107.49,85.2,22.29,20.74,2021-05
2024-07-19,Ahmedabad,Female,26-35,Upper-middle,Urban,131.68,112.73,18.95,14.39,2024-07
2021-10-26,Ahmedabad,Male,36-50,Lower-middle,Rural,75.71,69.56,6.15,8.12,2021-10
2021-06-21,Gandhinagar,Female,0-17,Middle,Rural,98.7,88.69,10.01,10.14,2021-06
2021-02-16,Other,Male,66+,Middle,Urban,144.46,132.8,11.66,8.07,2021-02
2022-09-18,Ahmedabad,Male,36-50,Middle,Rural,51.85,46.15,5.7,11.0,2022-09
2021-07-26,Bhavnagar,Male,36-50,High,Urban,182.03,181.29,0.74,0.41,2021-07
2022-03-29,Other,Female,0-17,Middle,Urban,168.03,166.05,1.98,1.18,2022-03
2024-11-19,Ahmedabad,Male,0-17,Middle,Urban,77.11,73.28,3.83,4.96,2024-11
2023-07-14,Surat,Other,36-50,Upper-middle,Urban,157.58,134.75,22.82,14.48,2023-07
2023-01-24,Surat,Female,0-17,Middle,Urban,60.02,49.01,11.01,18.34,2023-01
2024-08-17,Bhavnagar,Male,51-65,Lower-middle,Urban,151.55,146.86,4.7,3.1,2024-08
2022-12-09,Ahmedabad,Male,36-50,Low,Urban,46.42,39.27,7.16,15.41,2022-12
2023-10-06,Vadodara,Male,0-17,Upper-middle,Rural,134.66,111.0,23.66,17.57,2023-10
2022-11-07,Bhavnagar,Female,36-50,Low,Rural,67.94,60.48,7.46,10.98,2022-11
2024-04-14,Vadodara,Female,51-65,Low,Rural,77.56,74.81,2.75,3.54,2024-04
2023-05-05,Ahmedabad,Female,51-65,Middle,Urban,113.76,99.75,14.0,12.31,2023-05
2023-02-22,Other,Female,26-35,Low,Urban,141.98,127.63,14.35,10.11,2023-02
2024-02-08,Bhavnagar,Female,26-35,Upper-middle,Urban,138.0,128.56,9.44,6.84,2024-02
2022-11-15,Other,Male,36-50,Low,Rural,105.32,88.67,16.65,15.81,2022-11
2023-08-21,Vadodara,Female,51-65,Lower-middle,Rural,98.01,83.56,14.45,14.74,2023-08
2023-05-14,Gandhinagar,Female,36-50,Lower-middle,Urban,111.62,106.16,5.46,4.89,2023-05
2024-05-10,Bhavnagar,Male,26-35,Middle,Urban,111.55,102.08,9.47,8.49,2024-05
2021-06-17,Other,Female,36-50,Middle,Urban,93.43,83.8,9.63,10.31,2021-06
2021-03-27,Surat,Female,36-50,Lower-middle,Urban,90.22,81.22,9.01,9.98,2021-03
2023-04-29,Vadodara,Male,26-35,Low,Rural,49.76,43.52,6.23,12.53,2023-04
2023-12-11,Surat,Female,51-65,Middle,Urban,133.74,119.54,14.19,10.61,2023-12
2024-02-10,Other,Female,36-50,Middle,Urban,82.28,72.18,10.1,12.27,2024-02
2022-03-18,Ahmedabad,Female,26-35,Lower-middle,Urban,100.9,90.08,10.82,10.73,2022-03
2021-09-28,Ahmedabad,Male,66+,Lower-middle,Urban,85.05,76.3,8.75,10.28,2021-09
2021-12-10,Vadodara,Other,51-65,Low,Rural,50.49,46.35,4.13,8.19,2021-12
2024-04-21,Ahmedabad,Male,36-50,Lower-middle,Rural,82.13,72.53,9.61,11.7,2024-04
2022-05-18,Ahmedabad,Female,0-17,Upper-middle,Urban,150.98,142.39,8.59,5.69,2022-05
2023-10-31,Other,Male,36-50,Lower-middle,Rural,116.85,112.74,4.11,3.52,2023-10
2022-05-09,Other,Male,0-17,Middle,Urban,32.25,31.38,0.87,2.69,2022-05
2024-06-11,Rajkot,Female,0-17,Lower-middle,Urban,70.85,66.79,4.05,5.72,2024-06
2024-08-14,Other,Female,26-35,Low,Urban,65.67,63.41,2.26,3.44,2024-08
2021-09-01,Rajkot,Female,18-25,Upper-middle,Urban,136.03,122.05,13.98,10.28,2021-09
2024-10-06,Other,Male,26-35,Low,Rural,75.21,63.64,11.57,15.38,2024-10
2021-09-24,Surat,Female,18-25,Low,Urban,120.5,108.83,11.68,9.69,2021-09
2023-06-12,Other,Male,0-17,Lower-middle,Urban,84.01,84.01,0.0,0.0,2023-06
2021-07-20,Rajkot,Male,36-50,Upper-middle,Rural,135.59,117.1,18.49,13.64,2021-07
2021-08-27,Other,Female,26-35,Low,Urban,71.6,67.81,3.79,5.29,2021-08
2024-09-19,Gandhinagar,Male,0-17,Low,Urban,34.9,30.66,4.24,12.16,2024-09
2023-07-04,Other,Male,26-35,Middle,Rural,104.35,103.65,0.7,0.67,2023-07
2024-12-09,Other,Female,36-50,Lower-middle,Rural,108.5,101.88,6.62,6.1,2024-12
2023-08-27,Surat,Female,0-17,Middle,Urban,117.0,109.38,7.62,6.51,2023-08
2022-04-29,Ahmedabad,Female,51-65,Lower-middle,Urban,99.42,88.89,10.53,10.59,2022-04
2024-12-31,Bhavnagar,Female,26-35,High,Urban,148.85,139.73,9.13,6.13,2024-12
2021-09-03,Ahmedabad,Male,26-35,Upper-middle,Urban,97.74,81.1,16.64,17.02,2021-09
2023-10-29,Other,Male,18-25,Middle,Urban,86.05,80.21,5.85,6.8,2023-10
2021-06-01,Surat,Female,36-50,Middle,Urban,169.8,147.49,22.31,13.14,2021-06
2024-11-16,Ahmedabad,Male,0-17,Lower-middle,Urban,148.71,124.93,23.78,15.99,2024-11
2021-07-30,Surat,Female,36-50,Lower-middle,Rural,87.87,72.84,15.04,17.11,2021-07
2022-01-02,Ahmedabad,Male,0-17,Low,Urban,123.07,108.74,14.33,11.65,2022-01
2023-08-02,Vadodara,Female,26-35,Middle,Rural,44.67,38.29,6.39,14.29,2023-08
2021-03-27,Ahmedabad,Male,0-17,Middle,Rural,65.68,60.96,4.72,7.18,2021-03
2023-12-15,Other,Male,0-17,Low,Urban,64.48,60.56,3.92,6.08,2023-12
2022-03-22,Vadodara,Female,26-35,Middle,Rural,82.96,78.4,4.56,5.5,2022-03
2022-09-12,Other,Male,0-17,Lower-middle,Urban,93.79,88.24,5.55,5.92,2022-09
2021-10-31,Rajkot,Female,0-17,Lower-middle,Rural,112.79,104.53,8.26,7.32,2021-10
2021-05-12,Other,Female,26-35,Low,Urban,102.66,93.57,9.09,8.86,2021-05
2024-12-15,Surat,Female,36-50,Middle,Rural,78.19,64.84,13.35,17.08,2024-12
2023-06-23,Other,Male,26-35,Low,Rural,55.38,48.52,6.86,12.39,2023-06
2024-11-09,Other,Female,51-65,Lower-middle,Rural,91.34,74.65,16.69,18.27,2024-11
2023-09-15,Ahmedabad,Female,0-17,Middle,Rural,108.04,101.96,6.08,5.63,2023-09
2024-05-06,Ahmedabad,Female,26-35,Middle,Rural,111.09,104.8,6.29,5.66,2024-05
2021-02-16,Other,Female,0-17,Lower-middle,Urban,43.48,39.63,3.85,8.85,2021-02
2023-01-27,Ahmedabad,Female,0-17,Lower-middle,Urban,133.06,122.14,10.91,8.2,2023-01
2024-05-11,Other,Female,51-65,Lower-middle,Urban,124.6,102.89,21.71,17.42,2024-05
2024-07-08,Ahmedabad,Male,66+,Lower-middle,Urban,107.44,94.53,12.92,12.02,2024-07
2022-11-21,Vadodara,Other,66+,Upper-middle,Rural,98.46,93.07,5.39,5.48,2022-11
2023-11-14,Surat,Male,51-65,Middle,Urban,103.56,96.44,7.12,6.88,2023-11
2022-11-18,Other,Female,0-17,Lower-middle,Rural,97.2,85.05,12.16,12.51,2022-11
2023-02-25,Other,Male,18-25,Low,Urban,94.01,87.73,6.28,6.68,2023-02
2021-12-06,Gandhinagar,Male,0-17,High,Rural,154.56,143.1,11.46,7.41,2021-12
2022-02-16,Other,Female,0-17,High,Urban,154.02,131.08,22.95,14.9,2022-02
2024-07-08,Vadodara,Male,36-50,Low,Urban,120.04,98.22,21.82,18.18,2024-07
2021-10-13,Ahmedabad,Male,26-35,Lower-middle,Urban,72.62,70.98,1.64,2.26,2021-10
2024-01-15,Surat,Female,36-50,Lower-middle,Rural,101.85,92.06,9.78,9.61,2024-01
2023-04-30,Bhavnagar,Female,26-35,Lower-middle,Rural,40.37,35.71,4.66,11.53,2023-04
2022-03-06,Other,Male,0-17,Lower-middle,Urban,168.76,162.39,6.37,3.78,2022-03
2021-01-31,Other,Male,18-25,Low,Urban,144.1,139.98,4.12,2.86,2021-01
2022-08-26,Ahmedabad,Male,36-50,Middle,Urban,119.01,113.57,5.45,4.58,2022-08
2022-03-16,Bhavnagar,Male,51-65,Middle,Urban,89.45,81.32,8.13,9.09,2022-03
2023-09-12,Rajkot,Female,0-17,Low,Urban,86.64,76.54,10.09,11.65,2023-09
2024-10-04,Gandhinagar,Male,0-17,High,Urban,189.46,181.84,7.62,4.02,2024-10
2022-02-16,Rajkot,Male,66+,Lower-middle,Urban,112.8,96.98,15.81,14.02,2022-02
2022-06-12,Other,Female,66+,Upper-middle,Rural,139.31,138.66,0.65,0.47,2022-06
2021-11-06,Bhavnagar,Female,36-50,Upper-middle,Urban,132.12,113.67,18.44,13.96,2021-11
2023-08-07,Surat,Female,0-17,Low,Rural,40.85,37.42,3.43,8.4,2023-08
2024-11-20,Vadodara,Male,36-50,High,Urban,200.29,170.11,30.17,15.06,2024-11
2024-09-23,Surat,Female,0-17,Lower-middle,Rural,78.55,76.27,2.29,2.91,2024-09
2022-11-05,Other,Female,51-65,Low,Urban,80.54,70.18,10.35,12.86,2022-11
2022-03-13,Gandhinagar,Male,18-25,Middle,Urban,125.23,105.71,19.52,15.59,2022-03
2022-12-05,Other,Male,26-35,Low,Rural,97.39,83.56,13.84,14.21,2022-12
2022-10-25,Other,Other,0-17,Lower-middle,Rural,83.24,71.6,11.64,13.98,2022-10
2021-12-31,Other,Female,36-50,Upper-middle,Rural,135.56,128.85,6.71,4.95,2021-12
2023-07-12,Other,Female,26-35,Middle,Rural,125.21,102.69,22.52,17.98,2023-07
2021-04-23,Other,Female,36-50,High,Urban,182.67,161.27,21.4,11.72,2021-04
2021-06-25,Surat,Male,18-25,Low,Urban,63.09,60.03,3.06,4.85,2021-06
2024-03-18,Surat,Male,26-35,Middle,Rural,41.75,38.3,3.45,8.27,2024-03
2024-04-16,Surat,Female,51-65,Low,Urban,80.96,77.16,3.81,4.7,2024-04
2023-07-25,Vadodara,Male,18-25,Upper-middle,Rural,151.19,140.73,10.46,6.92,2023-07
2022-01-17,Other,Male,51-65,Low,Rural,107.9,94.43,13.47,12.48,2022-01
2024-05-31,Surat,Male,0-17,Upper-middle,Urban,132.17,117.59,14.58,11.03,2024-05
2024-07-06,Bhavnagar,Female,0-17,Lower-middle,Rural,84.73,73.72,11.0,12.99,2024-07
2024-04-27,Surat,Female,36-50,Middle,Rural,86.98,78.51,8.48,9.74,2024-04
2021-11-02,Other,Male,66+,Lower-middle,Rural,88.55,77.21,11.34,12.8,2021-11
2024-11-02,Gandhinagar,Female,51-65,Middle,Urban,138.77,120.44,18.33,13.21,2024-11
2022-08-25,Gandhinagar,Male,26-35,Lower-middle,Urban,42.1,34.45,7.65,18.17,2022-08
2021-12-09,Ahmedabad,Male,26-35,Middle,Rural,132.76,121.83,10.93,8.23,2021-12
2021-06-05,Surat,Male,26-35,Low,Urban,95.15,82.22,12.94,13.6,2021-06
2022-12-13,Other,Female,36-50,Lower-middle,Urban,144.23,131.48,12.76,8.84,2022-12
2023-12-15,Other,Male,26-35,Low,Urban,120.2,113.32,6.88,5.72,2023-12
2024-05-08,Bhavnagar,Male,0-17,Lower-middle,Urban,102.22,91.23,10.99,10.75,2024-05
2022-02-07,Surat,Male,51-65,Low,Urban,98.82,81.83,16.99,17.19,2022-02
2022-09-06,Vadodara,Male,51-65,Middle,Rural,28.49,24.21,4.28,15.03,2022-09
2023-03-08,Surat,Female,51-65,Lower-middle,Urban,181.32,165.19,16.13,8.9,2023-03
2022-09-15,Vadodara,Male,26-35,Lower-middle,Rural,67.06,61.7,5.36,7.99,2022-09
2022-08-26,Other,Male,18-25,Upper-middle,Urban,80.57,71.35,9.22,11.44,2022-08
2021-06-26,Other,Male,0-17,Middle,Rural,49.96,44.31,5.65,11.31,2021-06
2022-03-25,Ahmedabad,Male,26-35,Lower-middle,Urban,97.13,91.62,5.51,5.67,2022-03
2023-01-13,Vadodara,Female,18-25,Middle,Urban,145.63,127.36,18.27,12.54,2023-01
2021-10-28,Surat,Male,26-35,Middle,Urban,107.46,102.17,5.29,4.92,2021-10
2022-12-08,Other,Male,0-17,Middle,Rural,33.12,29.29,3.82,11.55,2022-12
2021-11-03,Other,Male,0-17,Middle,Urban,95.35,87.82,7.53,7.9,2021-11
2023-01-21,Vadodara,Male,26-35,Lower-middle,Rural,98.15,82.48,15.67,15.97,2023-01
2023-05-19,Other,Male,0-17,Middle,Rural,69.67,62.27,7.4,10.62,2023-05
2024-07-14,Surat,Female,18-25,Lower-middle,Rural,75.43,75.04,0.39,0.52,2024-07
2021-08-02,Surat,Male,0-17,Middle,Rural,133.4,120.61,12.79,9.59,2021-08
2022-04-28,Other,Female,0-17,Lower-middle,Rural,93.71,80.71,13.0,13.87,2022-04
2024-07-09,Other,Female,0-17,Lower-middle,Urban,108.6,108.42,0.18,0.16,2024-07
2023-12-27,Surat,Male,36-50,Middle,Rural,82.48,71.61,10.86,13.17,2023-12
2021-05-13,Rajkot,Female,0-17,Lower-middle,Urban,112.8,101.96,10.83,9.6,2021-05
2022-05-27,Surat,Female,51-65,Middle,Urban,97.86,94.79,3.08,3.14,2022-05
2021-07-30,Surat,Female,36-50,Middle,Rural,69.43,68.8,0.63,0.91,2021-07
2023-09-15,Surat,Female,51-65,Lower-middle,Urban,79.6,73.17,6.43,8.07,2023-09
2023-09-14,Surat,Male,26-35,Low,Urban,75.84,71.91,3.93,5.18,2023-09
2022-12-18,Other,Male,0-17,Upper-middle,Urban,131.26,112.54,18.73,14.27,2022-12
2021-09-10,Surat,Female,0-17,Lower-middle,Urban,73.45,64.28,9.17,12.48,2021-09
2021-02-07,Vadodara,Male,36-50,Upper-middle,Rural,139.93,120.19,19.74,14.1,2021-02
2023-12-03,Other,Male,51-65,Upper-middle,Urban,107.41,92.98,14.43,13.44,2023-12
2022-09-21,Ahmedabad,Female,0-17,Low,Urban,104.03,102.42,1.61,1.55,2022-09
2024-11-29,Gandhinagar,Female,51-65,Lower-middle,Rural,102.48,90.13,12.34,12.04,2024-11
2023-09-14,Ahmedabad,Male,36-50,Lower-middle,Urban,59.81,56.42,3.39,5.67,2023-09
2021-02-15,Other,Male,36-50,Lower-middle,Rural,37.21,30.43,6.78,18.22,2021-02
2021-11-01,Gandhinagar,Male,36-50,Low,Urban,45.9,40.13,5.77,12.56,2021-11
2021-08-21,Gandhinagar,Male,0-17,Upper-middle,Rural,139.15,138.53,0.63,0.45,2021-08
2021-09-02,Other,Female,36-50,Low,Rural,115.64,98.21,17.43,15.07,2021-09
2023-01-30,Surat,Female,26-35,Low,Rural,81.58,70.13,11.45,14.03,2023-01
2024-08-11,Vadodara,Female,51-65,Lower-middle,Urban,93.27,80.91,12.36,13.25,2024-08
2023-04-19,Other,Male,26-35,Low,Rural,7.54,6.74,0.8,10.61,2023-04
2024-11-07,Other,Female,26-35,Lower-middle,Urban,58.9,56.86,2.04,3.46,2024-11
2021-06-07,Surat,Female,26-35,Low,Urban,77.78,71.36,6.42,8.25,2021-06
2024-11-29,Rajkot,Female,26-35,Lower-middle,Rural,147.89,124.83,23.06,15.59,2024-11
2023-10-22,Other,Female,26-35,Middle,Urban,116.5,99.82,16.68,14.32,2023-10
2021-08-05,Surat,Male,0-17,Lower-middle,Rural,14.39,12.69,1.7,11.83,2021-08
2023-07-17,Other,Female,18-25,Upper-middle,Urban,147.7,137.48,10.21,6.91,2023-07
2022-05-22,Ahmedabad,Male,26-35,Upper-middle,Rural,121.87,100.57,21.29,17.47,2022-05
2023-01-31,Rajkot,Female,36-50,Middle,Urban,100.3,84.05,16.25,16.2,2023-01
2023-06-23,Other,Female,26-35,Lower-middle,Urban,93.23,85.91,7.32,7.85,2023-06
2022-08-04,Other,Female,36-50,Lower-middle,Rural,66.78,60.26,6.53,9.77,2022-08
2023-11-20,Surat,Female,26-35,Middle,Rural,75.04,60.9,14.14,18.84,2023-11
2022-09-19,Other,Female,18-25,Low,Rural,79.76,72.77,6.99,8.76,2022-09
2022-06-04,Rajkot,Female,26-35,Lower-middle,Rural,92.95,82.61,10.34,11.13,2022-06
2021-10-02,Other,Male,26-35,Middle,Rural,130.09,121.17,8.92,6.86,2021-10
2022-05-07,Other,Female,0-17,Middle,Urban,153.67,135.91,17.76,11.56,2022-05
2023-04-07,Ahmedabad,Female,18-25,Middle,Urban,89.58,75.13,14.45,16.13,2023-04
2023-08-09,Rajkot,Female,26-35,High,Urban,254.36,225.39,28.97,11.39,2023-08
2023-07-15,Rajkot,Male,18-25,Low,Urban,131.35,131.35,0.0,0.0,2023-07
2023-04-27,Bhavnagar,Female,36-50,Middle,Urban,120.44,109.82,10.62,8.82,2023-04
2023-11-26,Vadodara,Male,51-65,Lower-middle,Rural,62.53,58.77,3.76,6.01,2023-11
2024-08-27,Surat,Female,18-25,Lower-middle,Urban,204.4,177.31,27.08,13.25,2024-08
2023-12-04,Bhavnagar,Female,0-17,Low,Rural,16.85,15.03,1.82,10.82,2023-12
2024-03-24,Ahmedabad,Female,51-65,Middle,Urban,117.63,111.31,6.32,5.37,2024-03
2024-01-06,Ahmedabad,Female,26-35,Middle,Rural,95.0,79.65,15.34,16.15,2024-01
2024-12-26,Rajkot,Male,0-17,Low,Rural,21.06,17.16,3.9,18.5,2024-12
2021-02-08,Vadodara,Female,26-35,Middle,Urban,116.14,114.99,1.16,1.0,2021-02
2021-08-27,Surat,Female,0-17,Low,Urban,76.86,68.1,8.76,11.4,2021-08
2023-11-03,Vadodara,Male,36-50,Low,Urban,77.99,73.38,4.61,5.91,2023-11
2021-05-02,Other,Male,26-35,Low,Urban,83.25,69.86,13.39,16.08,2021-05
2021-05-24,Bhavnagar,Female,51-65,High,Rural,81.18,72.59,8.6,10.59,2021-05
2022-11-15,Ahmedabad,Male,26-35,Middle,Urban,77.56,73.64,3.92,5.06,2022-11
2022-03-31,Bhavnagar,Male,51-65,Lower-middle,Urban,149.88,139.55,10.33,6.89,2022-03
2022-01-03,Other,Female,51-65,High,Urban,202.24,166.22,36.02,17.81,2022-01
2023-01-29,Bhavnagar,Female,36-50,Low,Urban,71.74,67.72,4.02,5.6,2023-01
2021-09-04,Ahmedabad,Male,26-35,High,Urban,157.58,137.84,19.74,12.53,2021-09
2023-07-12,Surat,Female,26-35,Low,Urban,97.88,90.84,7.04,7.19,2023-07
2023-12-05,Ahmedabad,Female,26-35,Middle,Urban,190.1,169.94,20.16,10.61,2023-12
2023-02-04,Gandhinagar,Female,0-17,Middle,Urban,98.26,91.32,6.94,7.07,2023-02
2022-01-10,Other,Male,36-50,Low,Urban,76.81,62.8,14.01,18.24,2022-01
2024-08-07,Bhavnagar,Male,36-50,Middle,Rural,83.08,75.31,7.77,9.35,2024-08
2021-07-26,Ahmedabad,Male,36-50,Lower-middle,Urban,142.37,129.24,13.13,9.22,2021-07
2022-06-03,Other,Female,26-35,Lower-middle,Urban,104.6,91.09,13.52,12.92,2022-06
2021-08-30,Surat,Female,26-35,Lower-middle,Urban,97.38,90.66,6.71,6.89,2021-08
2024-02-12,Surat,Male,36-50,Upper-middle,Rural,97.61,84.06,13.56,13.89,2024-02
2023-03-30,Surat,Male,26-35,Low,Urban,103.73,88.08,15.64,15.08,2023-03
2021-10-29,Vadodara,Male,51-65,Lower-middle,Rural,79.81,74.45,5.36,6.72,2021-10
2024-07-23,Ahmedabad,Female,18-25,Low,Rural,18.1,15.55,2.55,14.09,2024-07
2024-01-25,Other,Female,0-17,Lower-middle,Urban,124.24,115.84,8.39,6.76,2024-01
2024-08-10,Ahmedabad,Female,0-17,Upper-middle,Rural,125.79,125.79,0.0,0.0,2024-08
2022-12-02,Rajkot,Male,36-50,Low,Urban,91.79,85.28,6.5,7.09,2022-12
2024-10-15,Ahmedabad,Female,26-35,Middle,Urban,94.81,90.81,4.0,4.22,2024-10
2021-10-15,Ahmedabad,Female,0-17,Low,Urban,77.78,72.22,5.56,7.14,2021-10
2021-06-03,Surat,Female,51-65,Upper-middle,Rural,102.2,86.04,16.16,15.81,2021-06
2022-02-27,Surat,Male,26-35,Lower-middle,Urban,139.15,120.58,18.58,13.35,2022-02
2023-04-30,Ahmedabad,Female,26-35,Low,Urban,110.97,105.18,5.79,5.22,2023-04
2021-02-19,Ahmedabad,Male,36-50,Lower-middle,Urban,51.09,47.35,3.74,7.32,2021-02
2024-05-15,Ahmedabad,Male,36-50,Middle,Urban,107.55,96.82,10.73,9.98,2024-05
2022-07-18,Gandhinagar,Male,18-25,Upper-middle,Urban,120.59,109.5,11.09,9.2,2022-07
2023-05-04,Ahmedabad,Male,36-50,Lower-middle,Urban,131.68,124.46,7.23,5.49,2023-05
2023-06-02,Other,Male,51-65,Lower-middle,Rural,82.68,75.21,7.47,9.03,2023-06
2022-10-24,Ahmedabad,Female,26-35,Middle,Rural,141.19,128.0,13.19,9.34,2022-10
2022-07-19,Rajkot,Male,18-25,Low,Urban,98.35,88.03,10.32,10.5,2022-07
2021-08-01,Vadodara,Male,0-17,Middle,Rural,47.37,40.48,6.89,14.55,2021-08
2023-12-26,Ahmedabad,Male,36-50,Low,Rural,59.11,53.68,5.44,9.19,2023-12
2024-06-09,Rajkot,Female,36-50,Upper-middle,Urban,93.98,91.44,2.54,2.7,2024-06
2023-03-22,Other,Male,66+,High,Urban,203.19,175.48,27.71,13.64,2023-03
2023-04-30,Other,Female,36-50,Middle,Urban,85.51,80.57,4.93,5.77,2023-04
